CULTURE_ID	DATE_TIME_FORMAT_DISPLAY	DATE_TIME_FORMAT_REPORT	DATE_TIME_FORMAT_EXCEL	DATE_TIME_FORMAT_TEXT	DATE_FORMAT_DISPLAY	DATE_FORMAT_REPORT	DATE_FORMAT_EXCEL	DATE_FORMAT_TEXT	TIME_FORMAT_DISPLAY	TIME_FORMAT_REPORT	TIME_FORMAT_EXCEL	TIME_FORMAT_TEXT	NUMBER_FORMAT_DISPLAY	NUMBER_FORMAT_REPORT	NUMBER_FORMAT_EXCEL	NUMBER_FORMAT_TEXT	CURRENCY_FORMAT_REPORT	FONT_NAME_EXCEL	FONT_SIZE_EXCEL
1	yyyy/MM/dd HH:mm:ss	yyyy/MM/dd HH:mm	yyyy/MM/dd HH:mm:ss	yyyy/MM/dd HH:mm:ss	yyyy/MM/dd	yyyy/MM/dd	yyyy/MM/dd	yyyy/MM/dd	HH:mm	HH:mm	HH:mm	HH:mm	#,###,##0.###	#,###,##0.###	#,###,##0.###	#,###,##0.###	\ -#,###,##0	ＭＳ Ｐゴシック	10
