DICT_ID	DICT_NM	DATA_TYPE	SYSTEM_TYPE
134	辞書マスタメンテナンスグリッド		base
135	表示必須		base
136	時刻		base
137	同一ウインドウで開く		base
138	別ウインドウを新規で開く		base
139	別ウインドウを同一画面で開く		base
140	開き方		base
141	表示種別		base
142	権限制御区分	text	base
143	権限制御区分CD	text	base
144	権限制御区分名称	text	base
145	許可を指定		base
146	拒否を指定		base
147	帳票マスタメンテナンス		base
148	帳票マスタメンテナンスグリッド		base
149	帳票名称		base
150	プロパティマスタメンテナンス		base
151	プロパティマスタメンテナンスグリッド		base
152	帳票レイアウト一覧		base
153	端末設定		base
154	端末リスト		base
155	端末CD		base
156	ユーザ別自動印刷設定		base
157	端末別自動印刷設定		base
158	マスタ		wms
159	入荷		wms
160	出荷		wms
161	在庫		wms
162	棚卸		wms
163	ユーザ荷主倉庫選択		wms
164	荷主選択		wms
165	センタ選択		wms
166	倉庫選択		wms
167	切替		wms
168	WMSマスタ管理不可		wms
169	日次締処理不可		wms
170	10日残数	number	wms
171	15日残数	number	wms
172	一次ピッキングリスト発行者ID	text	wms
173	一次ピッキングリスト発行日時	datetime	wms
174	20日残数	number	wms
175	二次ピッキングリスト発行者ID	text	wms
176	二次ピッキングリスト発行日時	datetime	wms
177	受払日(From)		wms
178	HT検品完了日		wms
179	HT検品担当者ID		wms
180	ソースCD	text	wms
181	受払日(To)		wms
182	URLパス	text	wms
183	WMS在庫移動伝票No.	text	wms
184	WMS出荷伝票No.	text	wms
185	WMS伝票No.	text	wms
186	WMS入荷伝票No.	text	wms
187	エラーフラグ	text	wms
188	エラーメッセージCD	text	wms
189	お知らせ	text	wms
190	お知らせID	text	wms
191	カルチャID	text	wms
192	クラス名	text	wms
193	グループCD	text	wms
194	コントロールNo.	text	wms
195	サブレポートレイアウトID	text	wms
196	サブレポートレイアウトデータ	text	wms
197	システムID	text	wms
198	システムログID	text	wms
199	システム管理日付	date	wms
200	システム種別	text	wms
201	システム名称	text	wms
202	センタCD	text	wms
203	センタID	text	wms
204	センタ画面ID	text	wms
205	センタ項目ID	text	wms
206	センタ採番ID	text	wms
207	センタ取引先ID	text	wms
208	センタ名称	text	wms
209	センタ略称	text	wms
210	センタ列 ID	text	wms
211	ゾーンCD	text	wms
212	ゾーンID	text	wms
213	ゾーン名称	text	wms
214	チェックディジット	text	wms
215	デフォルトフラグ	text	wms
216	トークンID	text	wms
217	ピッキンググループNo.	text	wms
218	トランザクション保持期間	number	wms
219	トレイ情報	text	wms
220	トレイ名称	text	wms
221	バージョンNo.	text	wms
222	バッチNo.	text	wms
223	バッチ処理中フラグ	text	wms
224	ピッキング順序	number	wms
225	ピックロケフラグ	text	wms
226	フラグ1	text	wms
227	フラグ2	text	wms
228	フラグ3	text	wms
229	フラグ4	text	wms
230	フラグ5	text	wms
231	フラグ6	text	wms
232	プリンタID	text	wms
233	プリンタ属性ID	text	wms
234	プリンタ名称	text	wms
235	プリントキューID	text	wms
236	プログラムID	text	wms
237	プログラム名称	text	wms
238	メソッド名	text	wms
239	メッセージ	text	wms
240	メッセージCD	text	wms
241	メッセージID	text	wms
242	メッセージ略称	text	wms
243	メニュー		wms
244	メニューID	text	wms
245	メニューグループCD	text	wms
246	メニューグループID	text	wms
247	ユーザCD	text	wms
248	ユーザID	text	wms
249	ユーザ荷主ID	text	wms
250	ユーザ権限ID	text	wms
251	ユーザ倉庫ID	text	wms
252	ユーザ名称	text	wms
253	ログID	text	wms
254	ロググループID	text	wms
255	ロググループ名称	text	wms
256	ログステータス	text	wms
257	ログ種別	text	wms
258	ログ明細ID	text	wms
259	ログ明細グループID	text	wms
260	ログ明細グループ名称	text	wms
261	ログ明細ステータス	text	wms
262	ロケーションCD	text	wms
263	ロケーションID	text	wms
264	ロケーション種別	text	wms
265	ロケーション名称	text	wms
266	ロット	text	wms
267	ロットID	text	wms
268	ロットソート順		wms
269	ロット管理フラグ	text	wms
270	ロット逆転防止フラグ	text	wms
271	作業中数		wms
272	移動日		wms
273	印刷ステータス	text	wms
274	印刷確認要否	text	wms
275	引数CD	text	wms
276	引数ID	text	wms
277	引数型	text	wms
278	引数名	text	wms
279	引当可能数		wms
280	引当禁止フラグ		wms
281	引当済数		wms
282	引当指示ヘッダID		wms
283	引当指示ボディID		wms
284	運送業者CD		wms
285	運送業者ID		wms
286	運送業者名称		wms
287	運送業者略称		wms
288	横(mm)	number	wms
289	仮置きNo.		wms
290	荷材CD	text	wms
291	荷材ID		wms
292	荷材名称		wms
293	荷姿CD	text	wms
294	荷姿ID		wms
295	荷姿単位辞書ID		wms
296	荷姿名称辞書ID		wms
297	荷主CD	text	wms
298	荷主ID		wms
299	荷主センタID		wms
300	荷主画面ID		wms
301	荷主項目ID		wms
302	荷主取引先ID		wms
303	荷主名称	text	wms
304	荷主略称	text	wms
305	荷主列 ID		wms
306	貨物追跡No.		wms
307	画面CD	text	wms
308	画面ID		wms
309	画面権限ID		wms
310	開始日付	date	wms
311	外貨フラグ		wms
312	基本設定情報ID		wms
313	期限日		wms
314	期限日管理フラグ		wms
315	機能ID		wms
316	機能権限ID		wms
317	機能名		wms
318	機能名称		wms
319	起動ステータス		wms
320	起動情報ID		wms
321	旧郵便番号		wms
322	許可		wms
323	強制確定フラグ		wms
324	業務CD		wms
325	業務データ		wms
326	業務名称		wms
327	緊急フラグ		wms
328	区分値CD	text	wms
329	区分値ID	number	wms
330	区分値グループCD	text	wms
331	区分値グループID	number	wms
332	区分値グループ解説	text	wms
333	区分値グループ明細ID	number	wms
334	区分値解説	text	wms
335	区分値明細CD	text	wms
336	区分値明細ID	number	wms
337	桁数		wms
338	欠品フラグ		wms
339	検品フラグ		wms
340	権限ID		wms
341	権限名	text	wms
342	元入荷予定ヘッダID		wms
343	元入庫No.ID		wms
344	元入庫ラベルNo.		wms
345	現在値		wms
346	言語		wms
347	固定値		wms
348	固定日付フォーマット		wms
349	顧客出荷指示No.	text	wms
350	顧客入荷指示No.	text	wms
351	顧客発注No.	text	wms
352	更新プロセス		wms
353	更新ユーザ		wms
354	更新区分		wms
355	更新日時		wms
356	行No.	number	wms
357	項目CD	text	wms
358	項目ID		wms
359	項目型	text	wms
360	項目権限ID		wms
361	高さ(mm)	number	wms
362	梱包ヘッダID		wms
363	梱包ボディID		wms
364	梱包数	number	wms
365	最終ロットID		wms
366	最小値	number	wms
367	最小文字数	number	wms
368	最新出庫年月日		wms
369	最新入庫年月日		wms
370	最大値	number	wms
371	最大文字数	number	wms
372	採番ID		wms
373	在庫ID		wms
374	在庫移動指示ステータス		wms
375	在庫移動指示ヘッダID		wms
376	在庫移動指示ボディID		wms
377	在庫移動指示備考	text	wms
378	在庫移動実績ヘッダID		wms
379	在庫移動実績ボディID		wms
380	在庫移動実績数		wms
381	在庫区分CD	text	wms
382	在庫区分ID		wms
383	在庫受払ID		wms
384	在庫調整フラグ		wms
385	在庫有のみフラグ		wms
386	在庫履歴ID		wms
387	作業日		wms
388	削除フラグ		wms
389	削除保持期間	number	wms
390	仕入先CD	text	wms
391	仕入先ID		wms
392	仕入先フラグ		wms
393	仕入先名称		wms
394	使用可否		wms
395	市区町村		wms
396	市区町村カナ		wms
397	指示数	number	wms
398	指示日		wms
399	指定ロケーションCD	text	wms
400	指定ロケーションID		wms
401	指定ロケーション名称	text	wms
402	指定ロット	text	wms
403	指定ロットID		wms
404	指定荷姿CD	text	wms
405	指定荷姿ID		wms
406	指定荷姿名称		wms
407	指定期限日		wms
408	指定倉庫CD		wms
409	指定倉庫ID		wms
410	指定倉庫名称		wms
411	指定入庫No.ID		wms
412	指定入庫ラベルNo.		wms
413	指定入数	number	wms
414	指定預託CD		wms
415	指定預託ID		wms
416	指定預託名称		wms
417	時刻形式		wms
418	時刻差		wms
419	辞書ID		wms
420	辞書カルチャID		wms
421	辞書名	text	wms
422	取扱局		wms
423	取引先CD		wms
424	取引先ID		wms
425	取引先名称	text	wms
426	取引先略称	text	wms
427	種蒔きNo.	text	wms
428	受払数		wms
429	修正コード		wms
430	終了日付	date	wms
431	住所1		wms
432	縦(mm)	number	wms
433	出荷ステータス		wms
434	出荷フラグ		wms
435	出荷確定日		wms
436	出荷期限日数	number	wms
437	出荷限界期限日		wms
438	出荷梱包No.	text	wms
439	出荷指示ヘッダID		wms
440	出荷指示ボディID		wms
441	出荷数		wms
442	出荷停止フラグ		wms
443	出荷日		wms
444	出荷予定時刻		wms
445	出庫ステータス		wms
446	出庫フラグ		wms
447	出庫ヘッダID		wms
448	出庫ボディID		wms
449	出庫開始時刻		wms
450	出庫作業No.	text	wms
451	出庫作業メッセージ	text	wms
452	出庫指示バッチNo.	text	wms
453	出庫数	number	wms
454	出力形式		wms
455	発行帳票タイプ		wms
456	処理No.	text	wms
457	処理開始時間		wms
458	処理区分CD	text	wms
459	処理区分ID		wms
460	処理時間		wms
461	処理終了時間		wms
462	処理情報	text	wms
463	処理日		wms
464	初回在庫受払ID		wms
465	商品CD	text	wms
466	商品ID		wms
467	商品荷姿ID		wms
468	商品重量(g)	number	wms
469	商品名称	text	wms
470	商品略称	text	wms
471	小字		wms
472	小数桁数	number	wms
473	親メニューグループID	number	wms
474	数値区切り間隔		wms
475	数値区切り文字		wms
476	制限メッセージCD	text	wms
477	整数桁数	number	wms
478	積込リスト発行フラグ		wms
479	積込リスト発行者ID		wms
480	積込リスト発行日時		wms
481	積込予定時刻		wms
482	赤黒区分		wms
483	説明		wms
484	前回システム管理日付		wms
485	前回在庫受払ID		wms
486	前月作業中数		wms
487	前月引当可能数		wms
488	前月引当済数		wms
489	前日作業中数		wms
490	前日引当可能数		wms
491	前日引当済数		wms
492	全国地方公共団体コード		wms
493	全数出庫フラグ		wms
494	倉庫CD		wms
495	倉庫ID		wms
496	倉庫名称	text	wms
497	倉庫略称	text	wms
498	総重量(g)	number	wms
499	総容積(mm3)	number	wms
500	送り状データ出力フラグ		wms
501	送り状データ出力日時		wms
502	増分値		wms
503	属性	text	wms
504	大口事業所フラグ		wms
505	大口事業所名		wms
506	大口事業所名カナ		wms
507	棚卸ヘッダID		wms
508	棚卸ボディID		wms
509	棚卸作業リスト発行フラグ		wms
510	棚卸作業リスト発行者ID		wms
511	棚卸作業リスト発行日時		wms
512	棚卸指示ID		wms
513	棚卸数	number	wms
514	棚卸日		wms
515	棚卸入力履歴ID		wms
516	端末識別情報		wms
517	地域		wms
518	帳票CD		wms
519	帳票ID		wms
520	帳票レイアウトID		wms
521	帳票レイアウトデータ		wms
522	帳票レイアウトバージョン		wms
523	帳票レイアウトパターン		wms
524	帳票レイアウト名称		wms
525	帳票名		wms
526	町域		wms
527	町域カナ		wms
528	通貨		wms
529	通貨記号		wms
530	適用順序	number	wms
531	登録プロセス		wms
532	登録ユーザ		wms
533	登録日時		wms
534	都道府県		wms
535	都道府県カナ		wms
536	当月移動数－		wms
537	当月移動数＋		wms
538	当月出庫数		wms
539	当月調整数－		wms
540	当月調整数＋		wms
541	当月入庫数		wms
542	当日移動数－		wms
543	当日移動数＋		wms
544	当日出庫数		wms
545	当日調整数－		wms
546	当日調整数＋		wms
547	当日入庫数		wms
548	届先CD		wms
549	届先ID		wms
550	届先住所1	text	wms
551	届先住所2	text	wms
552	届先住所3	text	wms
553	届先住所補足		wms
554	届先単位No.	text	wms
555	届先電話番号	text	wms
556	届先名称	text	wms
557	届先郵便番号	text	wms
558	日付形式		wms
559	入荷ステータス		wms
560	入荷フラグ		wms
561	入荷期限日数	number	wms
562	入荷納品ステータス		wms
563	入荷予定ヘッダID		wms
564	入荷予定ボディID		wms
565	入荷予定リスト発行フラグ		wms
566	入荷予定リスト発行者ID		wms
567	入荷予定リスト発行日時		wms
568	入荷予定日		wms
569	入庫No.ID		wms
570	入庫No.マージフラグ		wms
571	入庫No.マージ区分		wms
572	入庫No.管理フラグ		wms
573	入庫ラベルNo.	text	wms
574	入庫格納フラグ		wms
575	入庫格納ロケーションCD		wms
576	入庫格納ロケーションID		wms
577	入庫格納ロケーション名称	text	wms
578	入庫実績ヘッダID		wms
579	入庫実績ヘッダ備考		wms
580	入庫実績ボディID		wms
581	入庫実績ボディ備考	text	wms
582	入庫数	number	wms
583	入庫日		wms
584	入出庫区分		wms
585	入数	number	wms
586	入力ファイル列位置	number	wms
587	入力区分		wms
588	入力日時		wms
589	納品指定日		wms
590	納品時間帯		wms
591	納品先CD	text	wms
592	納品先ID		wms
593	納品先名称		wms
594	納品明細発行フラグ		wms
595	納品明細発行者ID		wms
596	納品明細発行日時		wms
597	納品予定日		wms
598	配送コースID		wms
599	配送コース名称		wms
600	必須	text	wms
601	表示位置	text	wms
602	表示可否	text	wms
603	部単位印刷要否		wms
604	文字入力制限		wms
605	変更理由		wms
606	編集可否	text	wms
607	保管ロットID		wms
608	末日残数		wms
609	郵便番号ID		wms
610	予定ロケーションCD	text	wms
611	予定ロケーションID		wms
612	予定ロット	text	wms
613	予定期限日		wms
614	予定仕入先CD	text	wms
615	予定仕入先ID		wms
616	予定数	number	wms
617	予定倉庫CD		wms
618	予定倉庫ID		wms
619	予定入庫ラベルNo.		wms
620	予定預託CD		wms
621	予定預託ID		wms
622	預託CD		wms
623	預託ID		wms
624	預託名称		wms
625	容積(mm3)	number	wms
626	用紙情報		wms
627	用紙名称		wms
628	履歴日		wms
629	履歴保持期間	number	wms
630	列CD	text	wms
631	列ID		wms
632	列型		wms
633	列権限ID		wms
634	列順序	number	wms
635	列幅	number	wms
636	10日残引当可能数		wms
637	10日残引当済数		wms
638	10日残作業中数		wms
639	15日残引当可能数		wms
640	15日残引当済数		wms
641	15日残作業中数		wms
642	20日残引当可能数		wms
643	20日残引当済数		wms
644	20日残作業中数		wms
645	末日残引当可能数		wms
646	末日残引当済数		wms
647	末日残作業中数		wms
648	処理日時	datetime	wms
649	予定顧客入荷指示No.	text	wms
650	予定顧客発注No.	text	wms
651	社内入荷センタ		wms
652	社内入荷センタ名称		wms
653	元/着払/代引		wms
654	逆さま厳禁区分		wms
655	下積み厳禁区分		wms
656	在庫ケース数	number	wms
657	在庫ピース数	number	wms
658	在庫総数	number	wms
659	期限切れ在庫数	number	wms
660	期限切れ総在庫数	number	wms
661	次回入荷予定日	date	wms
662	次回入荷予定数	number	wms
663	ロケーションバーコード LabelSeal(44piece/A4)		wms
664	入庫日管理フラグ		wms
665	定期補充単位区分		wms
666	緊急補充単位区分		wms
667	緊急補充ロケ割付区分		wms
668	梱包計算処理区分		wms
669	詰め込み方		wms
670	商品毎別梱包		wms
671	梱包ステータス		wms
672	混載フラグ		wms
673	マルチピック計算区分		wms
674	削除データ表示		wms
675	期限日出荷制限フラグ		wms
676	ソースCD/商品CD	text	wms
677	緊急補充ゾーン補充荷姿		wms
678	緊急補充ゾーン補充荷姿CD	text	wms
679	緊急補充ゾーン補充荷姿名称		wms
680	補充商品CD未設定		wms
681	HT/SDケースピック使用フラグCD	text	wms
682	HT/SDケースピック使用フラグ名称	text	wms
683	ケースピックフラグ		wms
684	ケースピックフラグCD	text	wms
685	ケースピックフラグ名称	text	wms
686	ピッキング		wms
687	倉庫マスタメンテナンス		wms
688	ロケーションマスタ検索		wms
689	商品マスタメンテナンス(一覧)		wms
690	商品マスタメンテナンス(編集)		wms
691	新規		wms
692	修正		wms
693	郵便番号マスタメンテナンス(一覧)		wms
694	ロケーションマスタメンテナンス(一覧)		wms
695	配送コースマスタメンテナンス(一覧)		wms
696	納品先マスタ検索		wms
697	納品先略称	text	wms
698	荷材マスタメンテナンス		wms
699	荷主マスタメンテナンス		wms
700	仕入先マスタ検索		wms
701	仕入先略称	text	wms
702	センタマスタメンテナンス(一覧)		wms
703	配送コースマスタ検索		wms
704	取引先マスタメンテナンス(一覧)		wms
705	取引先マスタメンテナンス(編集)		wms
706	商品マスタ検索		wms
707	配送コースマスタメンテナンス(編集)		wms
708	行追加		wms
709	行削除		wms
710	登録		wms
711	運送業者		wms
712	ロット管理フラグ名称	text	wms
713	ロット逆転防止フラグ名称	text	wms
714	期限日管理フラグ名称	text	wms
715	期限日逆転防止フラグ名称	text	wms
716	入庫No.マージ区分名称	text	wms
717	出荷停止フラグ名称	text	wms
718	ロット管理フラグC		wms
719	Excel出力		wms
720	センタマスタメンテナンス(編集)		wms
721	入荷予定一括取込		wms
722	ロケーションバーコードリスト発行		wms
723	倉庫		wms
724	ゾーン	text	wms
725	ロケーションCD(From)	text	wms
726	ロケーションCD(To)	text	wms
727	発行		wms
728	社内入荷センタCD	text	wms
729	荷主取引先CD	text	wms
730	ケース入数	number	wms
731	検索		wms
732	選択		wms
733	閉じる		wms
734	荷主		wms
735	運送業者マスタメンテナンス(一覧)		wms
736	Excelアップロード		wms
737	処理区分		wms
738	処区		wms
739	予定倉庫		wms
740	大口事業所フラグCD	text	wms
741	大口事業所フラグ名称	text	wms
742	ロケーション種別名称	text	wms
743	引当禁止フラグ名称	text	wms
744	ロケーション種別CD	text	wms
745	引当禁止フラグCD	text	wms
746	ロット管理フラグCD	text	wms
747	ロット逆転防止フラグCD	text	wms
748	期限日管理フラグCD	text	wms
749	期限日逆転防止フラグCD	text	wms
750	入庫No.マージ区分CD	text	wms
751	出荷停止フラグCD	text	wms
752	納品先フラグCD	text	wms
753	納品先フラグ名称	text	wms
754	仕入先フラグCD	text	wms
755	仕入先フラグ名称	text	wms
756	ワンタイムフラグCD	text	wms
757	ワンタイムフラグ名称	text	wms
758	預託先フラグCD	text	wms
759	預託先フラグ名称	text	wms
760	No.	number	wms
761	ファイル取込		wms
762	預託		wms
763	在庫区分		wms
764	在区		wms
765	商品		wms
766	比較条件差異		wms
767	ピース以上		wms
768	ケース以上		wms
769	棚卸差異リスト発行		wms
770	入荷予定日(From)	date	wms
771	入荷予定日(To)	date	wms
772	発行状況		wms
773	入荷予定入力		wms
774	入荷実績入力(予定なし)		wms
775	入荷日		wms
776	ロケーション	text	wms
777	入庫ケース数	number	wms
778	入庫バラ数	number	wms
779	総入庫数		wms
780	入荷取消		wms
781	伝票別入荷一覧		wms
782	入荷削除		wms
783	入荷予定リスト		wms
784	商品別入荷予定一覧		wms
785	入荷予定削除		wms
786	入荷予定修正		wms
787	エラーチェック		wms
788	入荷実績入力		wms
789	入荷ステータス名称	text	wms
790	入荷納品ステータス名称	text	wms
791	明細行数		wms
792	予定数合計		wms
793	入庫数合計		wms
794	エラーメッセージ		wms
795	入荷未完了一覧		wms
796	入荷日(From)		wms
797	入荷日(To)		wms
798	指示		wms
799	元WMS入荷伝票No.	text	wms
800	処理区分名称	text	wms
801	総予定数		wms
802	予定ケース数	number	wms
803	予定バラ数	number	wms
804	入荷予定リスト発行		wms
805	削除		wms
806	配送コース別出荷一覧		wms
807	出荷日(To)		wms
808	出荷日(From)		wms
809	未出荷全件		wms
810	納品先件数		wms
811	出荷状況名称		wms
812	伝票枚数		wms
813	行数		wms
814	アイテム数		wms
815	引当数		wms
816	個口数	number	wms
817	重量(グロス)(g)		wms
818	一次ピッキングリスト発行(％)	number	wms
819	二次ピッキングリスト発行(％)	number	wms
820	出荷検品(％)	number	wms
821	送り状データ出力(％)	number	wms
822	納品明細発行(％)	number	wms
823	出荷確定(％)	number	wms
824	出庫指示		wms
825	出庫指示解除		wms
826	積込リスト		wms
827	進捗率表示切替(ピース⇔行数)		wms
828	出庫指示一覧		wms
829	ゾーンマスタメンテナンス		wms
830	仕入先	text	wms
831	入庫ラベル発行		wms
832	作業日/出荷日		wms
833	日付(From)		wms
834	日付(To)		wms
835	梱包明細修正		wms
836	荷材No.		wms
837	荷材		wms
838	投入数	number	wms
839	アイテム別梱包状況・出荷指示数		wms
840	アイテム別梱包状況・投入数		wms
841	アイテム別梱包状況・差異数		wms
842	変更		wms
843	配送指定日	date	wms
844	納品指定時間		wms
845	追加・更新		wms
846	在庫受払問合せ		wms
847	処理日(From)	date	wms
848	処理日(To)	date	wms
849	期限日(From)		wms
850	期限日(To)		wms
851	在庫区分名称	text	wms
852	前残数		wms
853	受入数	number	wms
854	払出数	number	wms
855	当日在庫数	number	wms
856	ソート順	number	wms
857	商品別出荷一覧		wms
858	商品別出荷一覧(参照)		wms
859	棚卸データ作成		wms
860	棚卸入力(行追加)		wms
861	棚卸入力		wms
862	在庫問合せ		wms
863	在庫表示内容		wms
864	日付		wms
865	期限日数	number	wms
866	引当可能数 0非表示		wms
867	出荷検品		wms
868	棚卸作業リスト発行		wms
869	在庫表示		wms
870	棚卸履歴検索		wms
871	棚卸日(From)		wms
872	棚卸日(To)		wms
873	作業日/出荷日(日付一括変更)		wms
874	日付(日付一括変更)		wms
875	選択行更新(日付一括変更)		wms
876	選択行更新(郵便番号一括変更)		wms
877	配送コース(配送コース一括変更)		wms
878	選択行更新(配送コースCD一括変更)		wms
879	指示入力		wms
880	指示修正		wms
881	指示明細		wms
882	出荷検品済		wms
883	出荷確定済		wms
884	確定		wms
885	調整前数量		wms
886	調整後数量		wms
887	調整数量	number	wms
888	在庫調整		wms
889	合計口数		wms
890	検品数	number	wms
891	検数	number	wms
892	検品済数	number	wms
893	総検品数		wms
894	検品済総数		wms
895	箱登録		wms
896	クリア		wms
897	預託在庫区分		wms
898	ステータス		wms
899	出荷ステータス名称	text	wms
900	納品時間帯CD	text	wms
901	納品時間帯名称	text	wms
902	トータルピッキングリスト発行		wms
903	オーダーピッキングリスト発行		wms
904	種蒔きリスト発行		wms
905	摘み取りリスト発行		wms
906	送り状データ出力		wms
907	ヘッダエラー内容		wms
908	明細エラー内容		wms
909	納品先出荷停止フラグ		wms
910	商品出荷停止フラグ		wms
911	ピッキングリスト		wms
912	出庫作業メッセージ登録		wms
913	出荷指示キャンセル		wms
914	エラーデータ削除		wms
915	期限切れ		wms
916	前日残	number	wms
917	当日残		wms
918	出荷確定一覧		wms
919	未確定のみ表示		wms
920	出荷確定解除		wms
921	棚卸前引当可能数	number	wms
922	棚卸前引当済数	number	wms
923	棚卸前作業中数	number	wms
924	棚卸前ケース数	number	wms
925	棚卸前ピース数	number	wms
926	現時点引当可能数	number	wms
927	現時点引当済数	number	wms
928	現時点作業中数	number	wms
929	現時点調整可能数	number	wms
930	現時点ケース数	number	wms
931	現時点ピース数	number	wms
932	棚卸数量	number	wms
933	棚卸ケース数	number	wms
934	棚卸ピース数	number	wms
935	棚卸差異数	number	wms
936	入力者		wms
937	入力時間		wms
938	棚卸調整入力		wms
939	棚卸在庫一括更新		wms
940	棚卸入力有		wms
941	アンマッチ有		wms
942	仕入先名称CD	text	wms
943	入庫No.	text	wms
944	伝票数		wms
945	総ピース数		wms
946	伝枚		wms
947	入荷実績入力(予定あり)		wms
948	ピッキング(％)	number	wms
949	商品別入荷一覧		wms
950	入庫格納ロケーション		wms
951	HT検品完了日時		wms
952	HT検品担当者		wms
953	入荷計上日時		wms
954	入庫ラベル発行日時		wms
955	枚数	number	wms
956	汎用ラベル発行		wms
957	エラー有		wms
958	欠品		wms
959	在庫数	number	wms
960	総在庫数	number	wms
961	移動先総在庫数	number	wms
962	移動数	text	wms
963	預託(From)		wms
964	在庫区分(From)		wms
965	預託(To)		wms
966	在庫区分(To)		wms
967	検品残数	number	wms
968	個口番号		wms
969	単重量(グロス)(g)	number	wms
970	総重量(グロス)(g)	number	wms
971	数量入力		wms
972	追加		wms
973	在庫一括更新		wms
974	出荷指示一括取込		wms
975	エラー内容		wms
976	積込リスト発行		wms
977	発行区分		wms
978	在庫移動		wms
979	ケース数	number	wms
980	配送コース		wms
981	配送C		wms
982	出荷指示明細		wms
983	実績訂正		wms
984	出荷期限管理一覧		wms
985	前月残		wms
986	出荷期限日		wms
987	納品明細発行		wms
988	日次締処理		wms
989	システム管理日付(翌稼働日)		wms
