SCREEN_ID	SCREEN_CD	DICT_ID	SYSTEM_TYPE
40	InventoryInputProductSortingPlaceQuantityHT	3395	wms_ht
41	InventoryInputProductSortingPlaceReplenish	3395	wms_ht
42	InventoryInputProductSortingPlaceReplenishDiffHT	3395	wms_ht
43	InventoryInputProductSortingPlaceReplenishHT	3395	wms_ht
44	InventoryInputProductSortingPlaceSendHT	3395	wms_ht
45	InventoryInputProductSortingPlaceSymbolBarcodeHT	3395	wms_ht
46	InventoryInputProductSortingPlaceSystemDiffHT	3395	wms_ht
47	InventoryInputProductStockTypeSelectHT	2653	wms_ht
48	LocationMoveCancelHT	2718	wms_ht
49	LocationMoveInLocHT	2714	wms_ht
50	LocationMoveOutHT	2664	wms_ht
51	LocationMoveOutListHT	2713	wms_ht
52	LocationMoveOutLocHT	2712	wms_ht
53	LocationMoveSendHT	2715	wms_ht
54	LoginClientHT	28	wms_ht
55	LoginHT	28	wms_ht
56	MenuGrpHT	5152	wms_ht
57	MenuHT	5153	wms_ht
58	OrderPickingInternalDutyFreeOrder	3383	wms_ht
59	PalletLabelInfoTransportNumberSearch	3372	wms_ht
60	PalletLabelInspectionPalletNumberBarcode	3374	wms_ht
61	PrinterSelectCancelHT	2788	wms_ht
62	PrinterSelectHT	2666	wms_ht
63	PrinterSelectListHT	2789	wms_ht
64	PrinterSelectPrinterGroupHT	70	wms_ht
65	PrinterSelectPrinterGroupSelectHT	2790	wms_ht
66	PrinterSelectPrinterHT	4	wms_ht
67	PrinterSelectPrinterSelectHT	2666	wms_ht
68	PrinterSelectReportLayoutHT	8	wms_ht
69	PrinterSelectReportLayoutSelectHT	2791	wms_ht
70	PrinterSelectSendHT	2792	wms_ht
71	PrinterSelectTrayHT	2781	wms_ht
72	PrinterSelectTraySelectHT	2793	wms_ht
73	PrinterSelectUpdateConfirmHT	2794	wms_ht
74	ReceiveInspecStoreCancelHT	2878	wms_ht
75	ReceiveInspecStoreCenterMoveLotLimitDtHT	2879	wms_ht
76	ReceiveInspecStoreEndHT	1120	wms_ht
77	ReceiveInspecStoreHT	2658	wms_ht
78	ReceiveInspecStoreJanHT	2880	wms_ht
79	ReceiveInspecStoreLabelHT	2837	wms_ht
80	ReceiveInspecStoreLabelInputHT	2881	wms_ht
81	ReceiveInspecStoreLimitDtHT	2879	wms_ht
82	ReceiveInspecStoreListHT	2882	wms_ht
83	ReceiveInspecStoreLocationHT	2883	wms_ht
84	ReceiveInspecStoreLotHT	2879	wms_ht
85	ReceiveInspecStoreLotLimitDtHT	2879	wms_ht
86	ReceiveInspecStoreQtyHT	2884	wms_ht
87	ReceiveInspecStoreSendHT	2885	wms_ht
88	ReceiveInspecStoreSendLimitDtHT	2846	wms_ht
89	ReceiveInspecStoreSendProductHT	2843	wms_ht
90	ReceiveInspecStoreSendQtyHT	2855	wms_ht
91	ReceiveInspecStoreSendWorkNoHT	2856	wms_ht
92	ReceiveInspecStoreWorkNoHT	2886	wms_ht
93	ReceiveInspectionCancelHT	2850	wms_ht
94	ReceiveInspectionCenterMoveLotLimitDtHT	2851	wms_ht
95	ReceiveInspectionEndHT	1120	wms_ht
96	ReceiveInspectionHT	2547	wms_ht
97	ReceiveInspectionJanHT	2852	wms_ht
98	ReceiveInspectionLabelHT	2837	wms_ht
99	ReceiveInspectionLabelInputHT	2887	wms_ht
100	ReceiveInspectionLimitDtHT	2851	wms_ht
101	ReceiveInspectionListHT	2853	wms_ht
102	ReceiveInspectionLotHT	2851	wms_ht
