COL_ID	ITEM_ID	COL_CD	DICT_ID	COL_ORDER	COL_TYPE	VISIBLE	EDITABLE	TEXT_ALIGN	NECESSARY	COL_WIDTH	IN_COL_INDEX	IN_COL_DEFAULT_VALUE
397	1965	collectZipCdTaxesTo	3033	8	text	1	0		0	300		
398	1965	collectCountryCdTaxesTo	3034	9	text	1	0		0	300		
399	1965	codPaymentTermCd	3035	10	text	1	0		0	300		
400	1965	codAmount	3036	11	text	1	0	right	0	300		
401	1965	codFeePayer	3037	12	text	1	0		0	300		
402	1965	termsOfSales	3038	13	text	1	0		0	300		
403	1965	brokerName	3039	14	text	1	0		0	300		
404	1965	brokerPhoneNo	3040	15	text	1	0		0	300		
405	1965	brokerFaxNo	3041	16	text	1	0		0	300		
406	1965	satDeliveryFlg	3042	17	text	1	0		0	300		
407	1965	satDeliveryFlgNm	3043	18	text	1	0		0	300		
408	1965	residentialDeliveryFlg	3044	19	text	1	0		0	300		
409	1965	residentialDeliveryFlgNm	3045	20	text	1	0		0	300		
410	1965	codFlg	3046	21	text	1	0		0	300		
411	1965	codFlgNm	3047	22	text	1	0		0	300		
412	1965	signatureRequiredFlg	3048	23	text	1	0		0	300		
413	1965	signatureRequiredFlgNm	3049	24	text	1	0		0	300		
414	1965	signatureReleaseFlg	3050	25	text	1	0		0	300		
415	1965	signatureReleaseFlgNm	3051	26	text	1	0		0	300		
416	1965	callBeforeDeliveryFlg	3052	27	text	1	0		0	300		
417	1965	callBeforeDeliveryFlgNm	3053	28	text	1	0		0	300		
418	1965	freezableProtectionFlg	3054	29	text	1	0		0	300		
419	1965	freezableProtectionFlgNm	3055	30	text	1	0		0	300		
420	1965	guaranteedPlusFlg	3056	31	text	1	0		0	300		
421	1965	guaranteedPlusFlgNm	3057	32	text	1	0		0	300		
422	1965	residentialPickupFlg	3058	33	text	1	0		0	300		
423	1965	residentialPickupFlgNm	3059	34	text	1	0		0	300		
424	1965	doNotStackStackFlg	3060	35	text	1	0		0	300		
425	1965	doNotStackPalletsFlgNm	3061	36	text	1	0		0	300		
426	1965	limitedAccessDeliveryFlg	3062	37	text	1	0		0	300		
427	1965	limitedAccessDeliveryFlgNm	3063	38	text	1	0		0	300		
428	1965	limitedAccessPickupFlg	3064	39	text	1	0		0	300		
429	1965	limitedAccessPickupFlgNm	3065	40	text	1	0		0	300		
430	1965	overSizedFlg	3066	41	text	1	0		0	300		
431	1965	overSizedFlgNm	3067	42	text	1	0		0	300		
432	1965	poisonFlg	3068	43	text	1	0		0	300		
433	1965	poisonFlgNm	3069	44	text	1	0		0	300		
434	1965	foogFlg	3070	45	text	1	0		0	300		
435	1965	foodFlgNm	3071	46	text	1	0		0	300		
436	1965	liftgateDeliveryPrepaidFlg	3072	47	text	1	0		0	300		
437	1965	liftgateDeliveryPrepaidFlgNm	3073	48	text	1	0		0	300		
438	1965	liftgateDeliveryCollectFlg	3074	49	text	1	0		0	300		
439	1965	liftgateDeliveryCollectFlgNm	3075	50	text	1	0		0	300		
440	1965	liftgatePickupPrepaidFlg	3076	51	text	1	0		0	300		
441	1965	liftgatePickupPrepaidFlgNm	3077	52	text	1	0		0	300		
442	1965	liftgatePickupCollectFlg	3078	53	text	1	0		0	300		
443	1965	liftgatePickupCollectFlgNm	3079	54	text	1	0		0	300		
444	1965	insideDeliveryPrepaidFlg	3080	55	text	1	0		0	300		
445	1965	insideDeliveryPrepaidFlgNm	3081	56	text	1	0		0	300		
446	1965	insideDeliveryCollectFlg	3082	57	text	1	0		0	300		
447	1965	insideDeliveryCollectFlgNm	3083	58	text	1	0		0	300		
448	1965	insidePickupPrepaidFlg	3084	59	text	1	0		0	300		
449	1965	insidePickupPrepaidFlgNm	3085	60	text	1	0		0	300		
450	1965	insidePickupCollectFlg	3086	61	text	1	0		0	300		
451	1965	insidePickupCollectFlgNm	3087	62	text	1	0		0	300		
452	1965	addDt	533	63	datetime	1	0		0	300		
453	1965	updDt	355	64	datetime	1	0		0	300		
