DICT_CULTURE_ID	DICT_NM
12168	補充先のﾛｹ後方に製造年月日
12169	の古い製品が存在します。
12170	補充先のﾛｹに製造年月日
12171	の新しい製品が存在します。
12172	◆移動内容確認
12173	◆在庫移動入庫完了
12174	在庫移動入庫を完了しました。
12175	補充数
12185	(月)
12186	(火)
12187	(水)
12188	(木)
12189	(金)
12190	(土)
12191	(日)
12234	◆仕分場調査入力
12235	ﾗｲﾝ
12236	ﾌﾞﾛｯｸ
12237	◆指示ﾘｽﾄ入力
12238	指示ﾘｽﾄ
12239	棚卸区分
12240	◆調査ﾛｹｰｼｮﾝ入力
12241	調査ﾛｹｰｼｮﾝ
12242	方面ﾋﾟｽﾄﾝ
12243	空ﾛｹ
12244	◆先頭ｹｰｽ数量入力
12245	先頭ｹｰｽ
12246	◆在庫調査数入力
12247	製品不良
12248	◆ｼｽﾃﾑ数量差異確認
12249	ｼｽﾃﾑ数量と入力数量が
12250	異なります。
12251	◆補充数量差異確認
12252	在庫数量を再度確認して
12253	ください。
12254	該当銘柄の使用順に1ｹｰｽ
12255	以上の差異が発生しています。
12256	前回調査製造年月日より
12257	古い製品となっています。
12258	◆在庫調査結果確認
12259	◆在庫調査完了
12260	在庫調査を完了しました。
12261	◆製品不良数入力
12262	◆製造年月日照合
12263	前回調査製造年月日
