CLASS_DTL_ID	CLASS_ID	CLASS_DTL_CD	DICT_ID	VIEW_ORDER	DEFAULT_FLG
2055	345	1	4577	2	0
2056	345	2	4578	3	0
2057	345	3	4579	4	0
2058	345	4	4580	5	0
2059	346	0	4572	1	0
2060	346	1	4573	2	0
2061	346	2	1463	3	0
2062	346	3	4581	4	0
2063	347	00	4582	1	0
2064	348	8351	4583	1	0
2065	348	8075	4584	2	0
2066	348	8037	4585	3	0
2067	348	8002	4586	4	0
2068	348	8004	4587	5	0
2069	348	8005	4588	6	0
2070	348	8006	4589	7	0
2071	348	8034	4590	8	0
2072	348	8009	4591	9	0
2073	348	8356	4592	10	0
2074	348	8352	4593	11	0
2075	348	8357	4594	12	0
2076	348	8044	4595	13	0
2077	348	8039	4596	14	0
2078	348	8077	4597	15	0
2079	348	8012	4598	16	0
2080	348	8045	4599	17	0
2081	348	8011	4600	18	0
2082	348	8355	4601	19	0
2083	348	8067	4602	20	0
2084	348	8016	4603	21	0
2085	348	8018	4604	22	0
2086	348	8017	4605	23	0
2087	348	8019	4606	24	0
2088	348	8020	4607	25	0
2089	348	8318	4608	26	0
2090	348	8042	4609	27	0
2091	348	8025	4610	28	0
2092	348	8027	4611	29	0
2093	348	8036	4612	30	0
2094	348	8499	4613	31	0
2095	348	8359	4614	32	0
2096	348	8460	4615	33	0
2097	348	8010	4616	34	0
2098	349	4	4617	1	0
2099	349	9	4618	2	0
2100	350	0	3776	1	0
2101	350	1	3777	2	0
2102	350	2	3778	3	0
2103	351	0	4619	1	0
2104	351	1	4620	2	0
2105	352	100	4621	1	0
2106	352	200	4622	2	0
2107	352	300	4623	3	0
2108	352	400	3778	4	0
2109	353	8002_ASSORTORDER	4626	1	0
2110	353	8004_ASSORTORDER	4627	2	0
2111	353	8005_ASSORTORDER	4628	3	0
2112	353	8006_ASSORTORDER	4629	4	0
2113	353	8009_ASSORTORDER	4630	5	0
2114	353	8011_ASSORTORDER	4631	6	0
2115	353	8012_ASSORTORDER	4632	7	0
2116	353	8016_ASSORTORDER	4633	8	0
2117	353	8017_ASSORTORDER	4634	9	0
2118	353	8018_ASSORTORDER	4635	10	0
2119	353	8019_ASSORTORDER	4636	11	0
2120	353	8020_ASSORTORDER	4637	12	0
2121	353	8025_ASSORTORDER	4638	13	0
2122	353	8027_ASSORTORDER	4639	14	0
2123	353	8034_ASSORTORDER	4640	15	0
2124	353	8036_ASSORTORDER	4641	16	0
2125	353	8037_ASSORTORDER	4642	17	0
2126	353	8039_ASSORTORDER	4643	18	0
2127	353	8042_ASSORTORDER	4644	19	0
2128	353	8044_ASSORTORDER	4645	20	0
2129	353	8045_ASSORTORDER	4646	21	0
2130	353	8067_ASSORTORDER	4647	22	0
2131	353	8075_ASSORTORDER	4648	23	0
2132	353	8077_ASSORTORDER	4649	24	0
2133	353	8318_ASSORTORDER	4650	25	0
2134	353	8351_ASSORTORDER	4651	26	0
2135	353	8352_ASSORTORDER	4652	27	0
2136	353	8355_ASSORTORDER	4653	28	0
2137	353	8356_ASSORTORDER	4654	29	0
2138	353	8357_ASSORTORDER	4655	30	0
2139	354	CONC_ASSORTORDER_LARGE	4656	1	0
2140	354	CONC_ASSORTORDER_MIDDLE	4657	2	0
2141	354	CONC_ASSORTORDER_SMALL	4658	3	0
2142	354	CONC_ASSORTORDER_ALL	4659	4	0
2143	355	0	1855	1	0
2144	355	1	4660	2	0
2145	355	2	4661	3	0
2146	356	MIN	4662	1	0
2147	356	MAX	4663	2	0
2148	357	1	4664	1	0
2149	358	0	4220	1	0
2150	358	1	4065	2	0
2151	358	2	4067	3	0
2152	358	3	4227	4	0
2153	359	tsn_TracePicklistSyncREPORT2	4665	1	0
2154	360	8460	3749	1	0
2155	360	8010	3750	2	0
2156	361	7010	4335	1	0
2157	361	7020	4666	2	0
2158	362	8351	4667	1	0
2159	362	8075	4668	2	0
2160	362	8037	4669	3	0
2161	362	8002	4670	4	0
2162	362	8004	4671	5	0
2163	362	8005	4672	6	0
2164	362	8006	4673	7	0
2165	362	8034	4674	8	0
2166	362	8009	4675	9	0
2167	362	8356	4676	10	0
2168	362	8352	4677	11	0
2169	362	8357	4678	12	0
2170	362	8042	4679	13	0
2171	362	8044	4680	14	0
2172	362	8039	4681	15	0
2173	362	8077	4682	16	0
2174	362	8012	4683	17	0
2175	362	8045	4684	18	0
2176	362	8011	4685	19	0
2177	362	8355	4686	20	0
2178	362	8067	4687	21	0
2179	362	8016	4688	22	0
2180	362	8018	4689	23	0
2181	362	8017	4690	24	0
2182	362	8019	4691	25	0
2183	362	8020	4692	26	0
2184	362	8318	4693	27	0
2185	362	8025	4694	28	0
2186	362	8027	4695	29	0
2187	362	8036	4696	30	0
2188	362	8499	4697	31	0
2189	362	8359	4698	32	0
2190	362	8460	4699	33	0
2191	362	8010	4700	34	0
2192	363	tsn_AdoptInvDifREPORT2	4701	1	0
2193	363	tsn_AdoptInvREPORT2	4702	2	0
2194	363	tsn_AdoptPackedDifREPORT2	4703	3	0
2195	363	tsn_AlcActualREPORT2	4704	4	0
2196	363	tsn_AlcEntryREPORT2	4705	5	0
2197	363	tsn_BadItemCaseLabelREPORT2	4706	6	0
2198	363	tsn_BadItemCaseListREPORT2	4707	7	0
2199	363	tsn_BadItemDiffListREPORT2	4708	8	0
2200	363	tsn_BusinessTimeChartREPORT2	4709	9	0
2201	363	tsn_CaseLabelREPORT2	4710	10	0
2202	363	tsn_FlexPickListREPORT2	4711	11	0
2203	363	tsn_GdItmInvEntDmREPORT2	4712	12	0
2204	363	tsn_GdItmInvEntFrREPORT2	4713	13	0
2205	363	tsn_GdItmInvntryDmREPORT2	4714	14	0
2206	363	tsn_GdItmInvntryFrREPORT2	4715	15	0
2207	363	tsn_GdItmStkInvDmREPORT2	4716	16	0
2208	363	tsn_GdItmStkInvFrREPORT2	4717	17	0
2209	363	tsn_GdItmStockDmREPORT2	4718	18	0
2210	363	tsn_GdItmStockFrREPORT2	4719	19	0
2211	363	tsn_GoodItemDiffREPORT2	4720	20	0
2212	363	tsn_GoodItemHisReREPORT2	4721	21	0
2213	363	tsn_InvDifREPORT2	4722	22	0
2214	363	tsn_InventoryREPORT2	4723	23	0
2215	363	tsn_KasiInvDifREPORT2	4724	24	0
2216	363	tsn_KasiInvREPORT2	4725	25	0
2217	363	tsn_LineDiffrenceREPORT2	4726	26	0
2218	363	tsn_NoGdItmStkInvREPORT2	4727	27	0
2219	363	tsn_NoGoodItemDiffDmREPORT2	4728	28	0
2220	363	tsn_NoGoodItemDiffFrREPORT2	4729	29	0
2221	363	tsn_NoGoodItemHisReREPORT2	4730	30	0
2222	363	tsn_NsMonthChkREPORT2	4731	31	0
2223	363	tsn_PackedDifConfREPORT2	4732	32	0
2224	363	tsn_PackedListREPORT2	4733	33	0
2225	363	tsn_PalletCatalogREPORT2	4734	34	0
2226	363	tsn_PalletLabelREPORT2	4735	35	0
2227	363	tsn_PickCatalogREPORT2	4736	36	0
2228	363	tsn_RackMoveListREPORT2	4737	37	0
2229	363	tsn_RcvReverseMonREPORT2	4738	38	0
2230	363	tsn_RcvReverseREPORT2	4739	39	0
2231	363	tsn_ReceivePlanREPORT2	3675	40	0
2232	363	tsn_ReverStockListREPORT2	4740	41	0
2233	363	tsn_ReverseSOREPORT2	4741	42	0
2234	363	tsn_RtnGoodItemListREPORT2	4742	43	0
2235	363	tsn_SortLocPackedDifREPORT2	4743	44	0
2236	363	tsn_SortPackedDifREPORT2	4744	45	0
2237	363	tsn_TracePicklistREPORT2	4745	46	0
2238	363	tsn_TracePicklistSyncREPORT2	4746	47	0
2239	363	tsn_TraceSortInvDifREPORT2	4747	48	0
2240	363	tsn_TraceSortInvREPORT2	4748	49	0
2241	363	tsn_WorkerTimeChartREPORT2	4749	50	0
2242	364	PRINTERDEF_H002	4750	1	0
2243	364	PRINTERDEF_N002	3783	2	0
2244	364	PRINTERDEF_N004	1830	3	0
2245	364	PRINTERDEF_S001	4342	4	0
2246	364	PRINTERDEF_S0031	4073	5	0
2247	364	PRINTERDEF_S0032	4074	6	0
2248	364	PRINTERDEF_S0033	4070	7	0
2249	364	PRINTERDEF_S0034	4914	8	0
2250	364	PRINTERDEF_W001	4056	9	0
2251	364	PRINTERDEF_W002	4057	10	0
2252	364	PRINTERDEF_W003	4058	11	0
2253	364	PRINTERDEF_Z004	4350	12	0
2254	364	PRINTERDEF_Z005	3528	13	0
2255	364	PRINTERDEF_Z008	4349	14	0
2256	365	0	3517	1	0
2257	365	1	4751	2	0
2258	365	2	3521	3	0
2259	365	3	3515	4	0
2260	366	0	4752	1	0
2261	366	1	710	2	0
2262	366	2	4753	3	0
2263	367	A000	3544	1	0
2264	367	0001	3545	2	0
2265	367	0000	765	3	0
2266	368	0	2058	1	0
2267	368	1	4754	2	0
2268	369	00	3517	1	1
2269	369	01	4755	2	0
2270	369	02	4756	3	0
2271	369	03	4757	4	0
2272	369	04	3515	5	0
2273	369	05	4758	6	0
2274	369	06	4759	7	0
2275	370	00	4760	1	0
2276	370	01	4720	2	0
