REPORT_LAYOUT_ITEM_ID	REPORT_LAYOUT_ID	ITEM_CD	DICT_ID	ITEM_TYPE	VISIBLE	ITEM_FORMAT
199	11	lblJancd	180	String	1	
200	12	lblClientNm	734	String	1	
201	12	lblCntrNm	5142	String	1	
202	12	lblProdCd	765	String	1	
203	12	lblDepositNm	762	String	1	
204	12	lblStockType	763	String	1	
205	12	lblLimitDt	313	String	1	
206	12	lblLot	266	String	1	
207	12	lblWarehouseNm	723	String	1	
208	12	lblZoneNm	724	String	1	
209	12	lblTLocationNm1	1125	String	1	
210	12	lblTLocationNm2	1126	String	1	
211	12	lblPinkLoc1	1128	String	1	
212	12	lblPinkLoc2	1126	String	1	
213	12	lblShippingLoc1	1864	String	1	
214	12	lblStoreLoc1	1863	String	1	
215	12	lblCaseNum	1127	String	1	
216	12	lblStoreNum	2927	String	1	
217	12	lblBreakdown	2681	String	1	
218	12	lblStringUnitNum	585	String	1	
219	12	lblStoreLabelNo	573	String	1	
220	12	lblStoreLoc2	1126	String	1	
221	12	lblShippingLoc2	1126	String	1	
222	12	lblTitle	1123	String	1	
223	12	lblStoreDt	583	String	1	
224	12	lblJancd	180	String	1	
225	13	lblClientNm	734	String	1	
226	13	lblCntrNm	5142	String	1	
227	13	lblProdCd	765	String	1	
228	13	lblDepositNm	762	String	1	
229	13	lblStockType	763	String	1	
230	13	lblLimitDt	313	String	1	
231	13	lblLot	266	String	1	
232	13	lblWarehouseNm	723	String	1	
233	13	lblZoneNm	724	String	1	
234	13	lblTLocationNm1	1125	String	1	
235	13	lblTLocationNm2	1126	String	1	
236	13	lblPinkLoc1	1128	String	1	
237	13	lblPinkLoc2	1126	String	1	
238	13	lblShippingLoc1	1864	String	1	
