DICT_CULTURE_ID	DICT_ID	CULTURE_ID	DICT_NM
3302	1101	2	Classification Group Detail Master Maintenance
3303	1101	3	区分值组明细主表维护(编辑)
3304	1102	1	区分値明細名
3305	1102	2	Classification Detail Name
3306	1102	3	区分值明细名
3307	1103	1	画面項目マスタメンテナンス(編集)
3308	1103	2	Screen Item Master Maintenance
3309	1103	3	画面项目主表维护(编辑)
3310	1104	1	画面グリッドマスタメンテナンス(編集)
3311	1104	2	Screen Grid Master Maintenance
3312	1104	3	画面列表主表维护(编辑)
3313	1105	1	画面マスタメンテナンス(一覧)
3314	1105	2	Screen Master
3315	1105	3	画面主表维护(一览)
3316	1106	1	基盤マスタ
3317	1106	2	Base Master
3318	1106	3	基础主表
3319	1107	1	修正(グループ)
3320	1107	2	Update (Group)
3321	1107	3	修正(组)
3322	1108	1	修正(グループ明細)
3323	1108	2	Update (Group Detail)
3324	1108	3	修正(组明细)
3325	1109	1	システム種別名称
3326	1109	2	System Type Name
3327	1109	3	系统种别名称
3328	1110	1	区分値マスタメンテナンス(編集)
3329	1110	2	Classification Master Maintenance
3330	1110	3	区分值主表维护(编辑)
3331	1111	1	メニューグループ名
3332	1111	2	Menu Group Name
3333	1111	3	菜单组名
3334	1112	1	親メニューグループ
3335	1112	2	Parent Menu Group
3336	1112	3	父菜单组
3337	1113	1	メニューマスタメンテナンス(編集)
3338	1113	2	Menu Master Maintenance
3339	1113	3	菜单主表维护(编辑)
3340	1114	1	Page:
3341	1114	2	Page:
3342	1114	3	Page:
3343	1115	1	センタ:
3344	1115	2	Center:
3345	1115	3	中心:
3346	1116	1	倉庫:
3347	1116	2	Warehouse:
3348	1116	3	仓库:
3349	1117	1	ゾーン:
3350	1117	2	Zone:
3351	1117	3	区域:
3352	1118	1	再
3353	1118	2	Copy
3354	1118	3	再
3355	1119	1	入荷総数
3356	1119	2	Total Receiving Qty
3357	1119	3	入库总数
3358	1120	1	確認
3359	1120	2	Check
3360	1120	3	确认
3361	1121	1	総合計(予定)
3362	1121	2	Grand Total (Planned)
3363	1121	3	总合计(预定)
3364	1122	1	総合計(実績)
3365	1122	2	Grand Total (Actual)
3366	1122	3	总合计(实绩)
3367	1123	1	汎用ラベル
3368	1123	2	Generic Label
3369	1123	3	通用标签
3370	1124	1	入庫ラベル
3371	1124	2	Receiving Label
3372	1124	3	入库标签
3373	1125	1	推奨
3374	1125	2	Recommend
3375	1125	3	推荐
3376	1126	1	ロケ
3377	1126	2	Location
3378	1126	3	库位
3379	1127	1	数量
3380	1127	2	Qty
3381	1127	3	数量
3382	1128	1	ピック
3383	1128	2	Pick
3384	1128	3	检品
3385	1129	1	合計
3386	1129	2	Total
3387	1129	3	合计
3388	1130	1	納品明細
3389	1130	2	Shipping Confirmation
3390	1130	3	交货明细
3391	1131	1	納品先別 PAGE:
3392	1131	2	Ship-To PAGE:
3393	1131	3	客户别 PAGE:
3394	1132	1	TEL:
3395	1132	2	TEL:
3396	1132	3	TEL:
3397	1133	1	出荷ピース数
3398	1133	2	Unit Qty
3399	1133	3	出库单件数
3400	1134	1	列名
3401	1134	2	Column Name
3402	1134	3	列名
3403	1135	1	センタ・荷主別画面グリッドマスタメンテナンス
3404	1135	2	Center/Customer Grid Master
3405	1135	3	中心・货主别画面列表主表维护
3406	1136	1	センタ・荷主別 列名
3407	1136	2	Center/Customer Column Name
3408	1136	3	中心・货主别列名
3409	1137	1	総合計
3410	1137	2	Grand Total 
3411	1137	3	总合计
3412	1138	1	出荷総数
3413	1138	2	Total Shipment
3414	1138	3	出库总数
3415	1139	1	オーダーピッキングリスト
3416	1139	2	Order Picking List
3417	1139	3	选货单
3418	1140	1	摘み取りリスト
3419	1140	2	Batch Picking List (Order)
3420	1140	3	采摘清单
3421	1141	1	(ピックロケ)
3422	1141	2	(Pick Location)
3423	1141	3	(检货库位)
3424	1142	1	種蒔きリスト
3425	1142	2	Batch Picking List (Item)
3426	1142	3	播种清单
3427	1143	1	トータルピッキングリスト
3428	1143	2	Batch Picking List
3429	1143	3	总选货清单
3430	1144	1	品名
3431	1144	2	Item Name
3432	1144	3	品名
3433	1145	1	(ケース)
3434	1145	2	(Case)
3435	1145	3	(箱)
3436	1146	1	(ピース)
3437	1146	2	(Piece)
3438	1146	3	(单件)
3439	1147	1	棚卸差異リスト
3440	1147	2	Inventory Discrepancy List
3441	1147	3	盘点差异清单
3442	1148	1	差異数
3443	1148	2	Discrepancy Qty
3444	1148	3	差异数
3445	1149	1	総バラ数
3446	1149	2	Total Piece Qty
3447	1149	3	总单件数
3448	1150	1	棚卸作業リスト
3449	1150	2	Inventory Count List
3450	1150	3	盘点作业清单
3451	1151	1	ピース
3452	1151	2	Piece
3453	1151	3	散件
3454	1152	1	ps
3455	1152	2	pc
3456	1152	3	ps
3457	1153	1	ボール
3458	1153	2	Carton
3459	1153	3	bl
3460	1154	1	bl
3461	1154	2	ct
3462	1154	3	bl
3463	1155	1	ケース
3464	1155	2	Case
3465	1155	3	箱
3466	1156	1	cs
3467	1156	2	cs
3468	1156	3	cs
3469	1157	1	グラム
3470	1157	2	Gram
3471	1157	3	克
3472	1158	1	g
3473	1158	2	g
3474	1158	3	g
3475	1159	1	お知らせマスタリスト
3476	1159	2	Announcement Master List
3477	1159	3	通知主表清单
3478	1160	1	ログ一覧リスト
3479	1160	2	Log List
3480	1160	3	日志一览清单
3481	1161	1	ログ明細一覧リスト
3482	1161	2	Log Detail List
3483	1161	3	日志明细一览清单
3484	1162	1	ユーザマスタ一覧リスト
3485	1162	2	User Master List
3486	1162	3	用户主表一览清单
3487	1163	1	荷主リスト
3488	1163	2	Shipper List
3489	1163	3	货主清单
3490	1164	1	センタリスト
3491	1164	2	Center List
3492	1164	3	中心清单
3493	1165	1	センタ・荷主別画面マスタメンテナンスリスト
3494	1165	2	Center/Customer Master List
3495	1165	3	中心・货主别画面主表维护清单
3496	1166	1	センタ・荷主別画面項目マスタメンテナンスリスト
3497	1166	2	Center/Customer Field Master List
3498	1166	3	中心・货主别画面项目主表维护清单
3499	1167	1	センタ・荷主別画面グリッドマスタメンテナンスリスト
3500	1167	2	Center/Customer Grid Master List
3501	1167	3	中心・货主别画面列表主表维护清单
3502	1168	1	権限グループマスタ一覧リスト
3503	1168	2	Access Control Group Master List
3504	1168	3	权限组主表一览清单
3505	1169	1	権限グループマスタメンテナンスリスト
3506	1169	2	Access Control Group Master Maintenance List
3507	1169	3	权限组主表维护清单
3508	1170	1	権限マスタ一覧リスト
3509	1170	2	Access Control List
3510	1170	3	权限主表一览清单
3511	1171	1	権限マスタメンテナンスリスト
3512	1171	2	Access Control Maintenance List
3513	1171	3	权限主表维护清单
3514	1172	1	画面項目権限マスタメンテナンスリスト
3515	1172	2	Screen Item Security Master Maintenance List
3516	1172	3	画面项目权限主表维护清单
3517	1173	1	画面グリッド権限マスタメンテナンスリスト
3518	1173	2	Screen Grid Access Control Maintenance List
3519	1173	3	画面列表权限主表维护清单
3520	1174	1	列名称
3521	1174	2	Column Name
3522	1174	3	列名称
3523	1175	1	メッセージマスタメンテナンス
3524	1175	2	Message Master
3525	1175	3	信息主表维护
3526	1176	1	HTメッセージマスタメンテナンス
3527	1176	2	HT Message Master
3528	1176	3	HT信息主数据维护
3529	1177	1	HTメッセージマスタメンテナンスグリッド
3530	1177	2	HT Message Master Grid
3531	1177	3	HT信息主数据维护表单
3532	1178	1	HTメッセージ
3533	1178	2	HT Message
3534	1178	3	HT信息
3535	1179	1	明細分割
3536	1179	2	Split Line
3537	1179	3	明细分割
3538	1180	1	分割解除
3539	1180	2	Cancel Split
3540	1180	3	分割解除
3541	1181	1	荷姿
3542	1181	2	UOM
3543	1181	3	荷姿
3544	1182	1	入庫日(From)
3545	1182	2	Put-away Date (From)
3546	1182	3	入库日(From)
3547	1183	1	入庫日(To)
3548	1183	2	Put-away Date (To)
3549	1183	3	入库日(To)
3550	1184	1	予定処理区分CD
3551	1184	2	Plan Process Code
3552	1184	3	预定处理区分CD
3553	1185	1	予定処理区分名称
3554	1185	2	Plan Process Name
3555	1185	3	预定处理区分名称
3556	1186	1	在庫調整(新規)
3557	1186	2	Inventory Adjustment (New)
3558	1186	3	在库调整(新建)
3559	1187	1	欠品数
3560	1187	2	Shortage Qty
3561	1187	3	缺货数
3562	1188	1	メニュー表示名
3563	1188	2	Menu Display Name
3564	1188	3	菜单显示名
3565	1189	1	進捗率
3566	1189	2	Progress(%)
3567	1189	3	进度率
3568	1190	1	進捗率＜ピース＞
3569	1190	2	Progress(%)<Piece> 
3570	1190	3	进度率＜散件＞
3571	1191	1	進捗率＜行数＞
3572	1191	2	Progress(%)<Slip Line>
3573	1191	3	进度率＜行数＞
3574	1192	1	進捗率＜ステータス＞
3575	1192	2	Progress(%)<Status>
3576	1192	3	进度率＜状态＞
3577	1193	1	商品別入荷ステータス
3578	1193	2	Line Item Rcv. Status
3579	1193	3	商品别入库状态
3580	1194	1	商品別入荷ステータス名称
3581	1194	2	Line Item Rcv. Status Name
3582	1194	3	商品别入库状态名称
3583	1195	1	郵便番号マスタ検索
3584	1195	2	Postal Code Search
3585	1195	3	邮政编码主表检索
3586	1196	1	削除フラグCD
3587	1196	2	Delete Flag Code
3588	1196	3	删除标志CD
3589	1197	1	削除フラグ名称
3590	1197	2	Delete Flag Name
3591	1197	3	删除标志名称
3592	1198	1	ヘルプ
3593	1198	2	HELP
3594	1198	3	帮助
3595	1199	1	ご利用の手引き
3596	1199	2	Utilization Guidance
3597	1199	3	利用指南
3598	1200	1	操作マニュアル(共通操作編)
3599	1200	2	Operation Manual (Common)
3600	1200	3	操作手册(共通操作篇)
3601	1201	1	操作マニュアル(共通操作編)(日本語)
3602	1201	2	Operation Manual (Common)(Japanese)
3603	1201	3	操作手册(共通操作篇)(日语)
3604	1202	1	操作マニュアル(共通操作編)(英語)
3605	1202	2	Operation Manual (Common)(English)
3606	1202	3	操作手册(共通操作篇)(英语)
3607	1203	1	操作マニュアル(共通操作編)(中国語)
3608	1203	2	Operation Manual (Common)(Chinese)
3609	1203	3	操作手册(共通操作篇)(简体中文)
3610	1204	1	操作マニュアル(PC編)
3611	1204	2	Operation Manual (PC)
3612	1204	3	操作手册(PC篇)
3613	1205	1	操作マニュアル(PC編)(日本語)
3614	1205	2	Operation Manual (PC)(Japanese)
3615	1205	3	操作手册(PC篇)(日语)
3616	1206	1	操作マニュアル(PC編)(英語)
3617	1206	2	Operation Manual (PC)(English)
3618	1206	3	操作手册(PC篇)(英语)
3619	1207	1	操作マニュアル(PC編)(中国語)
3620	1207	2	Operation Manual (PC)(Chinese)
3621	1207	3	操作手册(PC篇)(简体中文)
3622	1208	1	操作マニュアル(HT編)
3623	1208	2	Operation Manual (RF Device)
3624	1208	3	操作手册(HT篇)
3625	1209	1	操作マニュアル(HT編)(日本語)
3626	1209	2	Operation Manual (RF Device)(Japanese)
3627	1209	3	操作手册(HT篇)(日语)
3628	1210	1	操作マニュアル(SD編)
3629	1210	2	Operation Manual (SD)
3630	1210	3	操作手册（SD篇）
3631	1211	1	操作マニュアル(SD編)(日本語)
3632	1211	2	Operation Manual (SD)(Japanese)
3633	1211	3	操作手册（SD篇）（日语版）
3634	1212	1	操作マニュアル(ヘルプ編)
3635	1212	2	Operation Manual (Help)
3636	1212	3	操作手册(帮助篇)
3637	1213	1	操作マニュアル(ヘルプ編)(日本語)
3638	1213	2	Operation Manual (Help)(Japanese)
3639	1213	3	操作手册(帮助篇)(日语)
3640	1214	1	操作マニュアル(ヘルプ編)(英語)
3641	1214	2	Operation Manual (Help)(English)
3642	1214	3	操作手册(帮助篇)(英语)
3643	1215	1	操作マニュアル(ヘルプ編)(中国語)
3644	1215	2	Operation Manual (Help)(Chinese)
3645	1215	3	操作手册(帮助篇)(简体中文)
3646	1216	1	入荷予定一括取込用Excelダウンロード
3647	1216	2	Download Receiving Plan Excel Template
3648	1216	3	入库预定全部读入用Excel下载
3649	1217	1	入荷予定一括取込用Excelダウンロード(英語)
3650	1217	2	Download Receiving Plan Excel Template(English)
3651	1217	3	入库预定全部读入用Excel下载(英语)
3652	1218	1	出荷指示一括取込用Excelダウンロード
3653	1218	2	Download Shipping Plan Excel Template
3654	1218	3	发货指示全部读入用Excel下载
3655	1219	1	出荷指示一括取込用Excelダウンロード(英語)
3656	1219	2	Download Shipping Plan Excel Template(English)
3657	1219	3	发货指示全部读入用Excel下载(英语)
3658	1220	1	商品マスタ一括取込用Excelダウンロード
3659	1220	2	Download Item Master Excel Template
3660	1220	3	商品主表全部读入用Excel下载
3661	1221	1	商品マスタ一括取込用Excelダウンロード(英語)
3662	1221	2	Download Item Master Excel Template(English)
3663	1221	3	商品主表全部读入用Excel下载(英语)
3664	1222	1	取引先マスタ一括取込用Excelダウンロード
3665	1222	2	Download Account Master Excel Template
3666	1222	3	客户主表全部读入用Excel下载
3667	1223	1	取引先マスタ一括取込用Excelダウンロード(英語)
3668	1223	2	Download Account Master Excel Template(English)
3669	1223	3	客户主表全部读入用Excel下载(英语)
3670	1224	1	ロケーションマスタ一括取込用Excelダウンロード
3671	1224	2	Download Location Master Excel Template
3672	1224	3	库位主表全部读入用Excel下载
3673	1225	1	ロケーションマスタ一括取込用Excelダウンロード(英語)
3674	1225	2	Download Location Master Excel Template(English)
3675	1225	3	库位主表全部读入用Excel下载(英语)
3676	1226	1	ゾーンマスタ一括取込用Excelダウンロード
3677	1226	2	Download Zone Master Excel Template
3678	1226	3	区域主表全部读入用Excel下载
3679	1227	1	ゾーンマスタ一括取込用Excelダウンロード(英語)
3680	1227	2	Download Zone Master Excel Template(English)
3681	1227	3	区域主表全部读入用Excel下载(英语)
3682	1228	1	商品荷姿マスタ一括取込用Excelダウンロード
3683	1228	2	Download Item UOM Master Excel Template
3684	1228	3	商品荷姿主表全部读入用Excel下载
3685	1229	1	商品荷姿マスタ一括取込用Excelダウンロード(英語)
3686	1229	2	Download Item UOM Master Excel Template(English)
3687	1229	3	商品荷姿主表全部读入用Excel下载(英语)
3688	1230	1	未確定
3689	1230	2	Unconfirmed
3690	1230	3	未确定
3691	1231	1	在庫変更あり
3692	1231	2	Changed
3693	1231	3	在库变更有
3694	1232	1	送り状データ種別
3695	1232	2	BOL Data Type
3696	1232	3	送货单数据种别
3697	1233	1	商品マスタ一括取込
3698	1233	2	Item Master Upload
3699	1233	3	商品主表全部读入
3700	1234	1	商品マスタ一括取込グリッド
3701	1234	2	Item Master Upload Grid
3702	1234	3	商品主表全部读入列表
3703	1235	1	送り状データ種別名称
3704	1235	2	BOL Data Type Name
3705	1235	3	送货单数据种别名称
3706	1236	1	初期データ取込
3707	1236	2	Initial Data Upload
3708	1236	3	初期数据读入
3709	1237	1	初期データ取込方法
3710	1237	2	Initial Data Upload Method
3711	1237	3	初期数据读入方法
3712	1238	1	ダウンロードデータ出力条件
3713	1238	2	Download Data Output Condition
3714	1238	3	下载数据输出条件
3715	1239	1	コミット区分
3716	1239	2	Commit Type
3717	1239	3	移交区分
3718	1240	1	コミット単位
3719	1240	2	Commit Unit
3720	1240	3	移交单位
3721	1241	1	ワーク取込
3722	1241	2	Work Data Setup
3723	1241	3	工作读入
3724	1242	1	データ移行
3725	1242	2	Data Transfer
3726	1242	3	数据移行
3727	1243	1	ダウンロード
3728	1243	2	Download
3729	1243	3	下载
3730	1244	1	操作マニュアル(EC受注編)
3731	1244	2	Operation Manual (EC)
3732	1244	3	操作手册(EC受注篇)
3733	1245	1	操作マニュアル(EC受注編)(日本語)
3734	1245	2	Operation Manual (EC)(Japanese)
3735	1245	3	操作手册(EC受注篇)(日语)
3736	1246	1	操作マニュアル(荷札用紙設定編)
3737	1246	2	Operation Manual(TAG Paper Setting)
3738	1246	3	操作手册（货物标签用纸设定篇）
3739	1247	1	操作マニュアル(荷札用紙設定編)(日本語)
3740	1247	2	Operation Manual(TAG Paper Setting)(Japanese)
3741	1247	3	操作手册（货物标签用纸设定篇）（日语）
3742	1248	1	(非表示項目)
3743	1248	2	(Hidden Item)
3744	1248	3	(非显示项目)
3745	1249	1	出荷検品解除
3746	1249	2	Cancel Inspection
3747	1249	3	出库检品解除
3748	1250	1	取引先マスタ一括取込
3749	1250	2	Account Master Upload
3750	1250	3	客户主表全部读入
3751	1251	1	取引先マスタ一括取込グリッド
3752	1251	2	Account Master Upload Grid
3753	1251	3	客户主表全部读入列表
3754	1252	1	指定倉庫
3755	1252	2	Assigned Warehouse
3756	1252	3	指定仓库
3757	1253	1	センタ別区分値マスタメンテナンス(一覧)
3758	1253	2	Center Class Master
3759	1253	3	中心别区分值主表维护(一览)
3760	1254	1	センタ別区分値マスタメンテナンス(編集)
3761	1254	2	Center Class Master Maintenance
3762	1254	3	中心别区分值主表维护(编辑)
3763	1255	1	センタ別区分値グループマスタメンテナンス(編集)
3764	1255	2	Center Class Group Master Maintenance
3765	1255	3	中心别区分值组主表维护(编辑)
3766	1256	1	センタ別区分値グループ明細マスタメンテナンス(編集)
3767	1256	2	Center Class Group Detail Master Maintenance
3768	1256	3	中心别区分值组明细主表维护(编辑)
3769	1257	1	帳票レイアウトマスタメンテナンス(一覧)
3770	1257	2	Document Layout Master
3771	1257	3	报表版面设计主表维护(一览)
3772	1258	1	帳票
3773	1258	2	Document
3774	1258	3	报表
3775	1259	1	修正(サブレポート)
3776	1259	2	Update (Sub Report)
3777	1259	3	修正(子报表)
3778	1260	1	初期データ取込種別
3779	1260	2	Initial Data Upload Type
3780	1260	3	初期数据读入种别
3781	1261	1	実行
3782	1261	2	Execute
3783	1261	3	实行
3784	1262	1	帳票レイアウトマスタメンテナンス(編集)
3785	1262	2	Document Layout Master Maintenance
3786	1262	3	报表版面设计主表维护(编辑)
3787	1263	1	項目書式
3788	1263	2	Item Style
3789	1263	3	项目格式
3790	1264	1	初期データ取込区分
3791	1264	2	Initial Data Upload Class
3792	1264	3	初期数据读入区分
3793	1265	1	入庫ラベルNo.(From)
3794	1265	2	Receiving No. (From)
3795	1265	3	入库标签No.(From)
3796	1266	1	入庫ラベルNo.(To)
3797	1266	2	Receiving No. (To)
3798	1266	3	入库标签No.(To)
3799	1267	1	入荷期限日
3800	1267	2	Receiving Expiration
3801	1267	3	入库期限日
3802	1268	1	入荷期限切れ
3803	1268	2	Overdue
3804	1268	3	入库过期
3805	1269	1	引当ソートキー1
3806	1269	2	Allocation Sort Key 1
3807	1269	3	分配排序键1
3808	1270	1	引当ソートキー2
3809	1270	2	Allocation Sort Key 2
3810	1270	3	分配排序键2
3811	1271	1	引当ソートキー3
3812	1271	2	Allocation Sort Key 3
3813	1271	3	分配排序键3
3814	1272	1	引当ソートキー4
3815	1272	2	Allocation Sort Key 4
3816	1272	3	分配排序键4
3817	1273	1	引当ソートキー5
3818	1273	2	Allocation Sort Key 5
3819	1273	3	分配排序键5
3820	1274	1	引当ソートキー6
3821	1274	2	Allocation Sort Key 6
3822	1274	3	分配排序键6
3823	1275	1	引当ソートキー7
3824	1275	2	Allocation Sort Key 7
3825	1275	3	分配排序键7
3826	1276	1	引当ソートキー8
3827	1276	2	Allocation Sort Key 8
3828	1276	3	分配排序键8
3829	1277	1	HT/SD過入荷可フラグ
3830	1277	2	HT/SD Over Receiving Flag
3831	1277	3	HT/SD过收货可标签
3832	1278	1	HT/SD過去日入力可フラグ
3833	1278	2	HT/SD Allow Past Dates Flag
3834	1278	3	HT/SD过去日可输入标签
3835	1279	1	EC受注ヘッダコピー列名
3836	1279	2	EC Order Header Copy Column Name
3837	1279	3	EC受注头部复制列名
3838	1280	1	EC受注ボディコピー列名
3839	1280	2	EC Order Body Copy Column Name
3840	1280	3	EC受注体部复制列名
3841	1281	1	入力
3842	1281	2	Input
3843	1281	3	输入
3844	1282	1	入庫No.分割表示
3845	1282	2	Put-away No. Split Display
3846	1282	3	入库No.分割显示
3847	1283	1	処理区分マスタメンテナンス
3848	1283	2	Process Class Master
3849	1283	3	处理区分主表维护
3850	1284	1	在庫区分マスタメンテナンス
3851	1284	2	Inventory Class Master
3852	1284	3	在库区分主表维护
3853	1285	1	搬送ラベル発行
3854	1285	2	Print Transfer Label
3855	1285	3	搬送标签发行
3856	1286	1	定点
3857	1286	2	Reorder Level Qty
3858	1286	3	定点
3859	1287	1	搬送ラベル
3860	1287	2	Transfer Label
3861	1287	3	搬送标签
3862	1288	1	パラメータマスタメンテナンス(編集)
3863	1288	2	Parameter Master Maintenance
3864	1288	3	参数主表维护(编辑)
3865	1289	1	ヤマト送り状マスタメンテナンス(編集)
3866	1289	2	Yamato BOL Master Maintenance
3867	1289	3	大和送货单主表维护(编辑)
3868	1290	1	文字コードCD
3869	1290	2	Character Encoding Code
3870	1290	3	文字CD
3871	1291	1	文字コード名称
3872	1291	2	Character Encoding Name
3873	1291	3	文字CD名称
3874	1292	1	送り状種別CD
3875	1292	2	BOL Type Code
3876	1292	3	送货单种别CD
3877	1293	1	送り状種別名称
3878	1293	2	BOL Type Name
3879	1293	3	送货单种别名称
3880	1294	1	クール区分CD
3881	1294	2	Refrigeration Class Code
3882	1294	3	制冷区分CD
3883	1295	1	クール区分名称
3884	1295	2	Refrigeration Class Name
3885	1295	3	制冷区分名称
3886	1296	1	個数口表示フラグ名称
3887	1296	2	Show Quantity Flag Name
3888	1296	3	个体数显示标签名称
3889	1297	1	佐川送り状マスタメンテナンス(編集)
3890	1297	2	Sagawa BOL Master Maintenance
3891	1297	3	佐川送货单主表维护(编辑)
3892	1298	1	荷姿コードCD
3893	1298	2	UOM Code Code
3894	1298	3	荷姿编码CD
3895	1299	1	荷姿コード名称
3896	1299	2	UOM Code Name
3897	1299	3	荷姿编码名称
3898	1300	1	便種(スピードで選択)CD
3899	1300	2	Shipping Type by Service Code
3900	1300	3	便种(根据速度选择)CD
3901	1301	1	便種(商品)CD
3902	1301	2	Shipping Type by Item Code
3903	1301	3	便种(商品)CD
3904	1302	1	決済種別CD
3905	1302	2	Settlement Type Code
3906	1302	3	结算种别CD
3907	1303	1	指定シール1CD
3908	1303	2	Assigned Seal 1 Code
3909	1303	3	指定封签1CD
3910	1304	1	指定シール2CD
3911	1304	2	Assigned Seal 2 Code
3912	1304	3	指定封签2CD
3913	1305	1	指定シール3CD
3914	1305	2	Assigned Seal 3 Code
3915	1305	3	指定封签3CD
3916	1306	1	元着区分CD
3917	1306	2	Payment Type Class Code
3918	1306	3	元着CD
3919	1307	1	便種(スピードで選択)名称
3920	1307	2	Shipping Type by Service Name
3921	1307	3	便种(根据速度选择)名称
3922	1308	1	便種(商品)名称
3923	1308	2	Shipping Type by Item Name
3924	1308	3	便种(商品)名称
3925	1309	1	決済種別名称
3926	1309	2	Settlement Type Name
3927	1309	3	结算种别名称
3928	1310	1	指定シール1名称
3929	1310	2	Assigned Seal 1 Name
3930	1310	3	指定封签1名称
3931	1311	1	指定シール2名称
3932	1311	2	Assigned Seal 2 Name
3933	1311	3	指定封签2名称
3934	1312	1	指定シール3名称
3935	1312	2	Assigned Seal 3 Name
3936	1312	3	指定封签3名称
3937	1313	1	元着区分名称
3938	1313	2	Payment Type Class Name
3939	1313	3	元着区分名称
3940	1314	1	入庫No.管理フラグ名称
3941	1314	2	Put-away No. Control Flag Name
3942	1314	3	入库No.管理标签名称
3943	1315	1	HT/SD過入荷可フラグ名称
3944	1315	2	HT/SD Over Receiving Flag Name
3945	1315	3	HT/SD过收货可标签名称
3946	1316	1	入庫日管理フラグ名称
3947	1316	2	Put-away Date Flag Name
3948	1316	3	入库日管理标签名称
3949	1317	1	ボール荷姿名称
3950	1317	2	Carton UOM Name
3951	1317	3	罐荷姿名称
3952	1318	1	ピース荷姿名称
3953	1318	2	Piece UOM Name
3954	1318	3	散件荷姿名称
3955	1319	1	マルチピック計算区分名称
3956	1319	2	Multi-Picking Calculation Class Name
3957	1319	3	多功能检品计算区分名称
3958	1320	1	定期補充単位名称
3959	1320	2	Replenishment Unit Name
3960	1320	3	定期补充单位名称
3961	1321	1	緊急補充単位名称
3962	1321	2	Urgent Replen. Unit Name
3963	1321	3	紧急补充单位名称
3964	1322	1	緊急補充倉庫名称
3965	1322	2	Urgent Replen. Warehouse Name
3966	1322	3	紧急补充仓库名称
3967	1323	1	緊急補充ゾーン名称
3968	1323	2	Urgent Replen. Zone Name
3969	1323	3	紧急补充区域名称
3970	1324	1	緊急補充ロケ割付方法名称
3971	1324	2	Urgent Replen. Location Allotment Method Name
3972	1324	3	紧急补充库位分割方法名称
3973	1325	1	梱包計算処理区分名称
3974	1325	2	Packing Calculation Process Class Name
3975	1325	3	打包计算处理区分名称
3976	1326	1	詰込区分名称
3977	1326	2	Packaging Class Name
3978	1326	3	填入区分名称
3979	1327	1	商品毎別梱包名称
3980	1327	2	Packaging Per Item Name
3981	1327	3	商品别打包名称
3982	1328	1	梱包荷材グループ名称
3983	1328	2	Packing Box Group Name
3984	1328	3	打包荷材组名称
3985	1329	1	ケース荷姿名称
3986	1329	2	Case UOM Name
3987	1329	3	箱荷姿名称
3988	1330	1	HT/SD過去日入力可フラグ名称
3989	1330	2	HT/SD Allow Past Dates Flag Name
3990	1330	3	HT/SD过去日可输入标签名称
3991	1331	1	入庫日管理フラグCD
3992	1331	2	Put-away Date Flag Code
3993	1331	3	入库日管理标签CD
3994	1332	1	ケース荷姿CD
3995	1332	2	Case UOM Code
3996	1332	3	箱荷姿CD
3997	1333	1	ボール荷姿CD
3998	1333	2	Carton UOM Code
3999	1333	3	罐荷姿CD
4000	1334	1	ピース荷姿CD
4001	1334	2	Piece UOM Code
4002	1334	3	散件荷姿CD
4003	1335	1	マルチピック計算区分CD
4004	1335	2	Multi-Picking Calculation Class Code
4005	1335	3	多功能检品计算区分CD
4006	1336	1	定期補充単位CD
4007	1336	2	Replenishment Unit Code
4008	1336	3	定期补充单位CD
4009	1337	1	緊急補充単位CD
4010	1337	2	Urgent Replen. Unit Code
4011	1337	3	紧急补充单位CD
4012	1338	1	緊急補充倉庫CD
4013	1338	2	Urgent Replen. Warehouse Code
4014	1338	3	紧急补充仓库CD
4015	1339	1	緊急補充ゾーンCD
4016	1339	2	Urgent Replen. Zone Code
4017	1339	3	紧急补充区域CD
4018	1340	1	緊急補充ロケ割付方法CD
4019	1340	2	Urgent Replen. Location Allotment Method Code
4020	1340	3	紧急补充库位分割方法CD
4021	1341	1	梱包計算処理区分CD
4022	1341	2	Packing Calculation Process Class Code
4023	1341	3	打包计算处理区分CD
4024	1342	1	詰込区分CD
4025	1342	2	Packaging Class Code
4026	1342	3	填入区分CD
4027	1343	1	商品毎別梱包CD
4028	1343	2	Packaging Per Item Code
4029	1343	3	商品别打包CD
4030	1344	1	梱包荷材グループCD
4031	1344	2	Packing Box Group Code
4032	1344	3	打包荷材组CD
4033	1345	1	引当ソートキー1名称
4034	1345	2	Allocation Sort Key 1 Name
4035	1345	3	分配排序键1名称
4036	1346	1	引当ソートキー2名称
4037	1346	2	Allocation Sort Key 2 Name
4038	1346	3	分配排序键2名称
4039	1347	1	引当ソートキー3名称
4040	1347	2	Allocation Sort Key 3 Name
4041	1347	3	分配排序键3名称
4042	1348	1	引当ソートキー4名称
4043	1348	2	Allocation Sort Key 4 Name
4044	1348	3	分配排序键4名称
4045	1349	1	引当ソートキー5名称
4046	1349	2	Allocation Sort Key 5 Name
4047	1349	3	分配排序键5名称
4048	1350	1	引当ソートキー6名称
4049	1350	2	Allocation Sort Key 6 Name
4050	1350	3	分配排序键6名称
4051	1351	1	引当ソートキー7名称
4052	1351	2	Allocation Sort Key 7 Name
4053	1351	3	分配排序键7名称
4054	1352	1	引当ソートキー8名称
4055	1352	2	Allocation Sort Key 8 Name
4056	1352	3	分配排序键8名称
4057	1353	1	引当ソートキー1CD
4058	1353	2	Allocation Sort Key 1 Code
4059	1353	3	分配排序键1CD
4060	1354	1	引当ソートキー2CD
