CLASS_CD	METHOD_CD	FUNC_CD	FUNC_NM	ARG_CD	DICT_NM	ARG_TYPE	NECESSARY
InventoryInputProductSortingPlaceReplenishResource	send	send	確定ボタン押下	line	ﾗｲﾝ	text	0
InventoryInputProductSortingPlaceReplenishResource	send	send	確定ボタン押下	block	ﾌﾞﾛｯｸ	text	0
