CLASS_CD	METHOD_CD	FUNC_CD	FUNC_NM	ARG_CD	DICT_NM	ARG_TYPE	NECESSARY
SerialReceiveInspectionSerialNoResource	send	send	HTｼﾘｱﾙ登入(ｼﾘｱﾙ)送信	serialNo	シリアルNo.	text	1
SerialReceiveInspectionSerialNoResource	range	range	HTｼﾘｱﾙ登入(ｼﾘｱﾙ)範囲	serialNo	シリアルNo.	text	1
