CLASS_CD	METHOD_CD	FUNC_CD	FUNC_NM	ARG_CD	DICT_NM	ARG_TYPE	NECESSARY
ReceiveStoreLabelNoResource	send	send	HT入庫格納(入庫No)送信	onsNum	入庫ラベルNo.	text	1
