CLASS_CD	METHOD_CD	FUNC_CD	FUNC_NM	ARG_CD	DICT_NM	ARG_TYPE	NECESSARY
ShippingPickingProductWorkNoResource	send	send	HTオーダピック(No)送信	pickingWorkNo	出庫作業No./出荷梱包No.	text	1
