CLASS_CD	METHOD_CD	FUNC_CD	FUNC_NM	ARG_CD	DICT_NM	ARG_TYPE	NECESSARY
HandyLoginResource	login	login	HTログイン	user	ユーザCD	text	1
HandyLoginResource	login	login	HTログイン	pass	パスワード	text	0
