CLASS_CD	METHOD_CD	FUNC_CD	FUNC_NM	ARG_CD	DICT_NM	ARG_TYPE	NECESSARY
SerialShippingInspectionRangeResource	send	send	HTｼﾘｱﾙ登出(範囲)送信	serialNum	数量	number	0
SerialShippingInspectionRangeResource	send	send	HTｼﾘｱﾙ登出(範囲)送信	serialNo	シリアルNo.	text	0
