CLASS_CD	METHOD_CD	FUNC_CD	FUNC_NM	ARG_CD	DICT_NM	ARG_TYPE	NECESSARY
ReceiveInspecStoreWorkNoResource	send	send	HT入荷検品格納(伝票No)送信	htWorkNo	伝票No	text	1
