CLASS_CD	METHOD_CD	FUNC_CD	FUNC_NM	ARG_CD	DICT_NM	ARG_TYPE	NECESSARY
LocationMoveOutLocResource	send	send	HTロケ変更(出庫ロケ)送信	locationCd	出庫ロケ	text	1
