CLASS_CD	METHOD_CD	FUNC_CD	FUNC_NM	ARG_CD	DICT_NM	ARG_TYPE	NECESSARY
SingleRowShippingNoPackingNoResource	send	send	HT単行出荷検品(No)送信	pickingGroupNo	ピッキンググループNo.	text	0
SingleRowShippingNoPackingNoResource	send	send	HT単行出荷検品(No)送信	tempNo	仮置きNo.	text	0
