CLASS_CD	METHOD_CD	FUNC_CD	FUNC_NM	ARG_CD	DICT_NM	ARG_TYPE	NECESSARY
ReceiveNoPlanInspectionLocResource	send	send	HT予定無し入荷(ロケ)送信	loc	ロケ	text	1
