CLASS_CD	METHOD_CD	FUNC_CD	FUNC_NM	ARG_CD	DICT_NM	ARG_TYPE	NECESSARY
ReceiveNoPlanInspectionLotLimitDtResource	send	send	HT予定無し入荷(詳細)送信	lot	ロット	text	1
ReceiveNoPlanInspectionLotLimitDtResource	send	send	HT予定無し入荷(詳細)送信	limitDt	期限日	date	1
