メッセージマスタ	メッセージマスタ	メッセージマスタ	メッセージマスタ	メッセージマスタ	メッセージマスタ	HTメッセージマスタ	メッセージマスタ	メッセージマスタ	メッセージマスタ	HTメッセージマスタ	メッセージマスタ	メッセージマスタ	メッセージマスタ	HTメッセージマスタ
batWarehouseCdNotMatch	error	wms	ja-JP	ＢＡＴ搬入依頼拠点CDが拠点と一致しません。ＳＡＰデリバリー番号(ヘッダ):{0},ＳＡＰデリバリー番号(明細):{1},ＢＡＴ搬入依頼拠点CD:{2},拠点CD:{3},										
batWarehouseCdNotExist	error	wms	ja-JP	ＢＡＴ搬入依頼拠点CDが存在しません。ＳＡＰデリバリー番号(ヘッダ):{0},ＳＡＰデリバリー番号(明細):{1},ＢＡＴ搬入依頼拠点CD:{2}										
batDeliDetailNumInvalid	error	wms	ja-JP	ＢＡＴ入庫予定情報の伝票番号に不正があるため削除しました。ＳＡＰデリバリー番号（ヘッダ）:{0}										
trBatDataInvalid	error	wms	ja-JP	入庫予定データにＢＡＴ情報が正しく設定されていません。入荷予定ヘッダID:{0},【対象】ＳＡＰデリバリー番号（ヘッダ）:{1},ＳＡＰデリバリー番号（明細）:{2},ＢＡＴ搬入依頼拠点CD:{3},ＢＡＴ搬入依頼保管場所コード:{4},パートナー番号（受信）:{5},パートナー番号（送信）:{6},伝票番号:{7}										
deleteBatDueToTrInconsistency	error	wms	ja-JP	登録済のＢＡＴ入庫予定情報と一致しない項目があったため削除しました。入荷予定ヘッダID:{0},【対象】ＳＡＰデリバリー番号（ヘッダ）:{1},ＳＡＰデリバリー番号（明細）:{2}										
skipInsertBat	error	wms	ja-JP	登録済のＢＡＴ入庫予定情報が既に完了しているため対象外です。入荷予定ヘッダID:{0},【対象】ＳＡＰデリバリー番号（ヘッダ）:{1},ＳＡＰデリバリー番号（明細）:{2}										
batWarehouseCdNotMatch2	error	wms	ja-JP	ＢＡＴ搬入依頼拠点CDが拠点と一致しません。入荷予定ヘッダID:{0},【対象】ＳＡＰデリバリー番号（ヘッダ）:{1},ＳＡＰデリバリー番号（明細）:{2},拠点コード:{3},ＢＡＴ搬入依頼拠点CD:{4}										
batWarehouseCdNotExist2	error	wms	ja-JP	ＢＡＴ搬入依頼拠点CDが存在しません。入荷予定ヘッダID:{0},【対象】ＳＡＰデリバリー番号（ヘッダ）:{1},ＳＡＰデリバリー番号（明細）:{2},ＢＡＴ搬入依頼拠点CD:{3}										
batDeliDetailNumInvalid2	error	wms	ja-JP	ＢＡＴ搬入依頼情報の伝票番号に不正があるため削除しました。入荷予定ヘッダID:{0},【対象】ＳＡＰデリバリー番号（ヘッダ）:{1},ＳＡＰデリバリー番号（明細）:{2}										
locationCdNotFoundError	error	wms	ja-JP	指定ロケーションCDはロケーションマスタに存在しません。	未存在		en-US	Assigned Location Code does not exist in Location Master.	Does not exist		zh-CN	指定库位CD在库位主表中不存在。	不存在	
loginCenterChangeInfo	info	wms	ja-JP	ログインセンタが切り替えられた為、リロードします。	ログインセンタ再取得		en-US	Login Center has changed, so the System will reload.	Reacquire Login Center					
maxStoreNumNotInputError	error	wms	ja-JP	最大格納数を入力して下さい。	未入力		en-US	Please enter a Max Put-away Quantity.	Required		zh-CN			
packingListUpdateDataAlreadyUpdatedError	error	wms	ja-JP	該当データは梱包明細修正ができない状態に変更されました。			en-US	Corresponding data has been changed so cannot do Modify Packing Details						
productCdCheckInputMaxError	error	wms	ja-JP	商品CDは最大30文字以下を入力して下さい。	最大30文字以下		en-US	Item Code may contain a maximum of 30 characters.	30 characters max		zh-CN	商品CD请输入最大30文字以下。	最大30文字以下	
productCdNotFoundError	error	wms	ja-JP	商品CDは商品マスタに存在しません。	未存在		en-US	Item Code does not exist in Item Master.	Does not exist		zh-CN	商品CD在商品主表中不存在。	不存在	
productCdNotInputError	error	wms	ja-JP	商品CDを入力して下さい。	未入力		en-US	Please enter the Item Code.	Required		zh-CN	请输入商品CD。	未输入	
productCodeDuplicateError	error	wms	ja-JP	商品CDが重複しています。	重複		en-US	Duplicate Item Code.	Duplicate data		zh-CN	商品CD重复。	重复	
productCodeNotFoundError	error	wms	ja-JP	商品CDが商品マスタに存在しません。	未存在		en-US	Item Code does not exist in Item Master.	Does not exist		zh-CN	商品CD在商品主表中不存在。	不存在	
replenishPNumNotInputError	error	wms	ja-JP	補充点を入力して下さい。	必須		en-US	Please enter Replenishment Threshold.	Required		zh-CN			
shippingInspectDataAlreadyUpdatedError	error	wms	ja-JP	該当データは出荷検品できない状態に変更されました。			en-US	Corresponding data has been changed so cannot do Shipping Inspection.						
stockCanBeAllocateNotFoundInformation	info	wms	ja-JP	引当可能な在庫がありません。	未存在情報		en-US	There is no Available Inventory.	Does not exist		zh-CN	分配可能在库不存在。	不存在信息	
stockTypeNotFoundError	error	wms	ja-JP	在庫区分が存在しません。	在庫区分不存在		en-US	Inventory Class does not exist.	Inventory Class does not exist		zh-CN	在库区分不存在。	在库区分不存在	
userCdNotFoundError	error	wms	ja-JP	作業者CDが存在しません。			en-US	User Code does not exist.						
userCdOrPasswordInputError	error	wms	ja-JP	作業者CD・パスワードに誤りがあるか、作業者CDが存在しません。 	出退勤・休憩選択情報		en-US	User Code/Password is misspelled or User Code does not exist	Attendance / Break Select Info					
breakStartDuplicateError	error	wms	ja-JP	既に休憩開始されています。	出退勤・休憩選択情報		en-US	Break has already started.	Attendance / Break Select Info					
alreadyAttendanceAnotherError	error	wms	ja-JP	他センタで出勤されていますので、出勤したセンタに切り替えてください。	出退勤・休憩選択情報		en-US	Since working at anoher center, please switch to center where you went to work.	Attendance / Break Select Info					
dailyProcessCannotExecuteIllegalDKeepingDaysError	error	wms	ja-JP	未処理データ保持期間が設定されているため、EC受注データの保持期間を削除なしに設定できません。	EC受注削除なし設定不可		en-US	Since the unprocessed data retention period is set, the retention period of EC order data cannot be set without deletion.	EC Order No Deletion cannot be set					
dailyProcessCannotExecuteIllegalTKeepingDaysError	error	wms	ja-JP	トランザクション保持期間が設定されているため、EC受注データの保持期間を削除なしに設定できません。	EC受注削除なし設定不可		en-US	Since the transaction retention period is set, the retention period of EC order data cannot be set without deletion.	EC Order No Deletion cannot be set					
dailyProcessCannotExecuteIllegalUnprocessKeepDaysError	error	wms	ja-JP	EC受注データの保持期間が未処理データ保持期間より長く設定されています。	EC受注保持期間不正		en-US	The retention period of EC order data is set longer than retention period for unprocessed data.	Irregular EC Order Retention Period 					
ecOrderNecessaryOrderNoError	error	wms	ja-JP	受注番号が設定されていない行があるため取込み出来ません。	受注番号必須エラー		en-US	Cannot upload because there are lines with no EC Order No.	EC Order No. required error		zh-CN	存在受注号码未设定的行、无法读入。	受注号码必须错误	
handyTimeError	error	wms	ja-JP	時刻の入力が不正です(形式:hhmm)。			en-US	Entered time is incorrect (Format: hhmm).						
mergeStatusFailureError	error	wms	ja-JP	マージ状態区分が「失敗」の出庫予定が存在します。										
printDataNotFoundError	error	wms	ja-JP	データが存在しないため、帳票を印刷できません。										
allocateControlMasterUpdateProgramNameInformation	info	wms	ja-JP	引当制御マスタ更新[バッチ]	プログラム名称情報									
receiveDesignMasterUpdateProgramNameInformation	info	wms	ja-JP	受入デザインマスタ更新[バッチ]	プログラム名称情報									
directionAttributeMasterUpdateProgramNameInformation	info	wms	ja-JP	方面属性マスタ更新[バッチ]	プログラム名称情報									
